"time","Mass.s","Mass.v","der(Mass.s)","der(Mass.v)","Mass.a","Mass.flange_a.s","Mass.flange_b.f","Mass.flange_b.s","Spring.f","Spring.s_rel","Fixed.flange.f","Mass.flange_a.f","Spring.flange_a.f","Spring.flange_b.f","Spring.flange_b.s"
0.198,0.4044910411709877,2.079106939780255,2.079106939780255,0.2977544794145062,0.2977544794145062,-0.5955089588290123,0,1.404491041170988,-0.5955089588290123,-0.5955089588290123,-0.5955089588290123,0.5955089588290123,0.5955089588290123,-0.5955089588290123,-0.5955089588290123
0.2,0.4086498547392225,2.079700395338759,2.079700395338759,0.2956750726303887,0.2956750726303887,-0.5913501452607774,0,1.408649854739223,-0.5913501452607774,-0.5913501452607774,-0.5913501452607774,0.5913501452607774,0.5913501452607774,-0.5913501452607774,-0.5913501452607774
0.202,0.4128098505014652,2.080289691768817,2.080289691768817,0.2935950747492674,0.2935950747492674,-0.5871901494985348,0,1.412809850501465,-0.5871901494985348,-0.5871901494985348,-0.5871901494985348,0.5871901494985348,0.5871901494985348,-0.5871901494985348,-0.5871901494985348
0.204,0.4169710201511853,2.080874827761943,2.080874827761943,0.2915144899244073,0.2915144899244073,-0.5830289798488146,0,1.416971020151185,-0.5830289798488146,-0.5830289798488146,-0.5830289798488146,0.5830289798488146,0.5830289798488146,-0.5830289798488146,-0.5830289798488146
0.206,0.421133355381852,2.081455802009651,2.081455802009651,0.289433322309074,0.289433322309074,-0.578866644618148,0,1.421133355381852,-0.578866644618148,-0.578866644618148,-0.578866644618148,0.578866644618148,0.578866644618148,-0.578866644618148,-0.578866644618148
0.208,0.4252968478869347,2.082032613203455,2.082032613203455,0.2873515760565326,0.2873515760565326,-0.5747031521130652,0,1.425296847886935,-0.5747031521130652,-0.5747031521130652,-0.5747031521130652,0.5747031521130652,0.5747031521130652,-0.5747031521130652,-0.5747031521130652
0.21,0.4294614893599027,2.082605260034869,2.082605260034869,0.2852692553200487,0.2852692553200487,-0.5705385106400973,0,1.429461489359903,-0.5705385106400973,-0.5705385106400973,-0.5705385106400973,0.5705385106400973,0.5705385106400973,-0.5705385106400973,-0.5705385106400973
0.212,0.4336272714942253,2.083173741195407,2.083173741195407,0.2831863642528873,0.2831863642528873,-0.5663727285057747,0,1.433627271494225,-0.5663727285057747,-0.5663727285057747,-0.5663727285057747,0.5663727285057747,0.5663727285057747,-0.5663727285057747,-0.5663727285057747
0.214,0.4377941859833718,2.083738055376582,2.083738055376582,0.2811029070083141,0.2811029070083141,-0.5622058140166282,0,1.437794185983372,-0.5622058140166282,-0.5622058140166282,-0.5622058140166282,0.5622058140166282,0.5622058140166282,-0.5622058140166282,-0.5622058140166282
0.216,0.4419622245208115,2.084298201269908,2.084298201269908,0.2790188877395943,0.2790188877395943,-0.5580377754791885,0,1.441962224520811,-0.5580377754791885,-0.5580377754791885,-0.5580377754791885,0.5580377754791885,0.5580377754791885,-0.5580377754791885,-0.5580377754791885
0.218,0.4461313788000138,2.0848541775669,2.0848541775669,0.2769343105999931,0.2769343105999931,-0.5538686211999861,0,1.446131378800014,-0.5538686211999861,-0.5538686211999861,-0.5538686211999861,0.5538686211999861,0.5538686211999861,-0.5538686211999861,-0.5538686211999861
0.22,0.4503016405144479,2.08540598295907,2.08540598295907,0.274849179742776,0.274849179742776,-0.549698359485552,0,1.450301640514448,-0.549698359485552,-0.549698359485552,-0.549698359485552,0.549698359485552,0.549698359485552,-0.549698359485552,-0.549698359485552
0.222,0.4544730013575833,2.085953616137933,2.085953616137933,0.2727634993212084,0.2727634993212084,-0.5455269986424167,0,1.454473001357583,-0.5455269986424167,-0.5455269986424167,-0.5455269986424167,0.5455269986424167,0.5455269986424167,-0.5455269986424167,-0.5455269986424167
0.224,0.4586454530228892,2.086497075795003,2.086497075795003,0.2706772734885554,0.2706772734885554,-0.5413545469771108,0,1.458645453022889,-0.5413545469771108,-0.5413545469771108,-0.5413545469771108,0.5413545469771108,0.5413545469771108,-0.5413545469771108,-0.5413545469771108
0.226,0.462818987203835,2.087036360621792,2.087036360621792,0.2685905063980825,0.2685905063980825,-0.537181012796165,0,1.462818987203835,-0.537181012796165,-0.537181012796165,-0.537181012796165,0.537181012796165,0.537181012796165,-0.537181012796165,-0.537181012796165
0.228,0.4669935955938899,2.087571469309816,2.087571469309816,0.2665032022030551,0.2665032022030551,-0.5330064044061101,0,1.46699359559389,-0.5330064044061101,-0.5330064044061101,-0.5330064044061101,0.5330064044061101,0.5330064044061101,-0.5330064044061101,-0.5330064044061101
0.23,0.4711692698865233,2.088102400550588,2.088102400550588,0.2644153650567383,0.2644153650567383,-0.5288307301134767,0,1.471169269886523,-0.5288307301134767,-0.5288307301134767,-0.5288307301134767,0.5288307301134767,0.5288307301134767,-0.5288307301134767,-0.5288307301134767
0.232,0.4753460017752045,2.088629153035622,2.088629153035622,0.2623269991123978,0.2623269991123978,-0.5246539982247955,0,1.475346001775204,-0.5246539982247955,-0.5246539982247955,-0.5246539982247955,0.5246539982247955,0.5246539982247955,-0.5246539982247955,-0.5246539982247955
0.234,0.4795237829534029,2.089151725456432,2.089151725456432,0.2602381085232985,0.2602381085232985,-0.5204762170465971,0,1.479523782953403,-0.5204762170465971,-0.5204762170465971,-0.5204762170465971,0.5204762170465971,0.5204762170465971,-0.5204762170465971,-0.5204762170465971
0.236,0.4837026051145877,2.089670116504531,2.089670116504531,0.2581486974427062,0.2581486974427062,-0.5162973948854124,0,1.483702605114588,-0.5162973948854124,-0.5162973948854124,-0.5162973948854124,0.5162973948854124,0.5162973948854124,-0.5162973948854124,-0.5162973948854124
0.238,0.4878824591355799,2.090184332644545,2.090184332644545,0.25605877043221,0.25605877043221,-0.5121175408644201,0,1.48788245913558,-0.5121175408644201,-0.5121175408644201,-0.5121175408644201,0.5121175408644201,0.5121175408644201,-0.5121175408644201,-0.5121175408644201
0.24,0.49206333502192,2.090694388634223,2.090694388634223,0.25396833248904,0.25396833248904,-0.5079366649780801,0,1.49206333502192,-0.5079366649780801,-0.5079366649780801,-0.5079366649780801,0.5079366649780801,0.5079366649780801,-0.5079366649780801,-0.5079366649780801
0.242,0.4962452265196673,2.091200263627885,2.091200263627885,0.2518773867401664,0.2518773867401664,-0.5037547734803327,0,1.496245226519667,-0.5037547734803327,-0.5037547734803327,-0.5037547734803327,0.5037547734803327,0.5037547734803327,-0.5037547734803327,-0.5037547734803327
0.244,0.5004281253023772,2.091701956506595,2.091701956506595,0.2497859373488114,0.2497859373488114,-0.4995718746976228,0,1.500428125302377,-0.4995718746976228,-0.4995718746976228,-0.4995718746976228,0.4995718746976228,0.4995718746976228,-0.4995718746976228,-0.4995718746976228
0.246,0.5046120230436048,2.092199466151415,2.092199466151415,0.2476939884781976,0.2476939884781976,-0.4953879769563952,0,1.504612023043605,-0.4953879769563952,-0.4953879769563952,-0.4953879769563952,0.4953879769563952,0.4953879769563952,-0.4953879769563952,-0.4953879769563952
0.248,0.5087969114169052,2.092692791443409,2.092692791443409,0.2456015442915474,0.2456015442915474,-0.4912030885830948,0,1.508796911416905,-0.4912030885830948,-0.4912030885830948,-0.4912030885830948,0.4912030885830948,0.4912030885830948,-0.4912030885830948,-0.4912030885830948
0.25,0.5129827820958337,2.093181931263638,2.093181931263638,0.2435086089520831,0.2435086089520831,-0.4870172179041663,0,1.512982782095834,-0.4870172179041663,-0.4870172179041663,-0.4870172179041663,0.4870172179041663,0.4870172179041663,-0.4870172179041663,-0.4870172179041663
0.252,0.5171696267539453,2.093666884493167,2.093666884493167,0.2414151866230274,0.2414151866230274,-0.4828303732460547,0,1.517169626753945,-0.4828303732460547,-0.4828303732460547,-0.4828303732460547,0.4828303732460547,0.4828303732460547,-0.4828303732460547,-0.4828303732460547
0.254,0.5213574370647952,2.094147650013058,2.094147650013058,0.2393212814676024,0.2393212814676024,-0.4786425629352048,0,1.521357437064795,-0.4786425629352048,-0.4786425629352048,-0.4786425629352048,0.4786425629352048,0.4786425629352048,-0.4786425629352048,-0.4786425629352048
0.256,0.5255462047019387,2.094624226704374,2.094624226704374,0.2372268976490307,0.2372268976490307,-0.4744537952980613,0,1.525546204701939,-0.4744537952980613,-0.4744537952980613,-0.4744537952980613,0.4744537952980613,0.4744537952980613,-0.4744537952980613,-0.4744537952980613
0.258,0.5297359213389305,2.095096613448179,2.095096613448179,0.2351320393305347,0.2351320393305347,-0.4702640786610695,0,1.529735921338931,-0.4702640786610695,-0.4702640786610695,-0.4702640786610695,0.4702640786610695,0.4702640786610695,-0.4702640786610695,-0.4702640786610695
0.26,0.5339265786493266,2.095564809125534,2.095564809125534,0.2330367106753367,0.2330367106753367,-0.4660734213506734,0,1.533926578649327,-0.4660734213506734,-0.4660734213506734,-0.4660734213506734,0.4660734213506734,0.4660734213506734,-0.4660734213506734,-0.4660734213506734
0.262,0.5381181683066816,2.096028812617503,2.096028812617503,0.2309409158466592,0.2309409158466592,-0.4618818316933184,0,1.538118168306682,-0.4618818316933184,-0.4618818316933184,-0.4618818316933184,0.4618818316933184,0.4618818316933184,-0.4618818316933184,-0.4618818316933184
0.264,0.5423106819845508,2.096488622805149,2.096488622805149,0.2288446590077246,0.2288446590077246,-0.4576893180154492,0,1.542310681984551,-0.4576893180154492,-0.4576893180154492,-0.4576893180154492,0.4576893180154492,0.4576893180154492,-0.4576893180154492,-0.4576893180154492
0.266,0.5465041113564892,2.096944238569534,2.096944238569534,0.2267479443217554,0.2267479443217554,-0.4534958886435108,0,1.546504111356489,-0.4534958886435108,-0.4534958886435108,-0.4534958886435108,0.4534958886435108,0.4534958886435108,-0.4534958886435108,-0.4534958886435108
0.268,0.5506984480960523,2.097395658791723,2.097395658791723,0.2246507759519739,0.2246507759519739,-0.4493015519039477,0,1.550698448096052,-0.4493015519039477,-0.4493015519039477,-0.4493015519039477,0.4493015519039477,0.4493015519039477,-0.4493015519039477,-0.4493015519039477
0.27,0.5548936838767949,2.097842882352777,2.097842882352777,0.2225531580616025,0.2225531580616025,-0.4451063161232051,0,1.554893683876795,-0.4451063161232051,-0.4451063161232051,-0.4451063161232051,0.4451063161232051,0.4451063161232051,-0.4451063161232051,-0.4451063161232051
0.272,0.5590898103722725,2.098285908133759,2.098285908133759,0.2204550948138638,0.2204550948138638,-0.4409101896277275,0,1.559089810372273,-0.4409101896277275,-0.4409101896277275,-0.4409101896277275,0.4409101896277275,0.4409101896277275,-0.4409101896277275,-0.4409101896277275
0.274,0.5632868192560401,2.098724735015732,2.098724735015732,0.21835659037198,0.21835659037198,-0.4367131807439599,0,1.56328681925604,-0.4367131807439599,-0.4367131807439599,-0.4367131807439599,0.4367131807439599,0.4367131807439599,-0.4367131807439599,-0.4367131807439599
0.276,0.5674847022016528,2.09915936187976,2.09915936187976,0.2162576488991736,0.2162576488991736,-0.4325152977983472,0,1.567484702201653,-0.4325152977983472,-0.4325152977983472,-0.4325152977983472,0.4325152977983472,0.4325152977983472,-0.4325152977983472,-0.4325152977983472
0.278,0.571683450882666,2.099589787606905,2.099589787606905,0.214158274558667,0.214158274558667,-0.428316549117334,0,1.571683450882666,-0.428316549117334,-0.428316549117334,-0.428316549117334,0.428316549117334,0.428316549117334,-0.428316549117334,-0.428316549117334
0.28,0.5758830525878947,2.100016028196803,2.100016028196803,0.2120584737060526,0.2120584737060526,-0.4241169474121053,0,1.575883052587895,-0.4241169474121053,-0.4241169474121053,-0.4241169474121053,0.4241169474121053,0.4241169474121053,-0.4241169474121053,-0.4241169474121053
0.282,0.580083500436357,2.100438076887249,2.100438076887249,0.2099582497818215,0.2099582497818215,-0.419916499563643,0,1.580083500436357,-0.419916499563643,-0.419916499563643,-0.419916499563643,0.419916499563643,0.419916499563643,-0.419916499563643,-0.419916499563643
0.284,0.5842847880599364,2.10085592491375,2.10085592491375,0.2078576059700318,0.2078576059700318,-0.4157152119400636,0,1.584284788059936,-0.4157152119400636,-0.4157152119400636,-0.4157152119400636,0.4157152119400636,0.4157152119400636,-0.4157152119400636,-0.4157152119400636
0.286,0.5884869070881363,2.101269571329349,2.101269571329349,0.2057565464559318,0.2057565464559318,-0.4115130929118637,0,1.588486907088136,-0.4115130929118637,-0.4115130929118637,-0.4115130929118637,0.4115130929118637,0.4115130929118637,-0.4115130929118637,-0.4115130929118637
0.288,0.5926898491504606,2.101679015187092,2.101679015187092,0.2036550754247697,0.2036550754247697,-0.4073101508495394,0,1.592689849150461,-0.4073101508495394,-0.4073101508495394,-0.4073101508495394,0.4073101508495394,0.4073101508495394,-0.4073101508495394,-0.4073101508495394
0.29,0.596893605876413,2.102084255540024,2.102084255540024,0.2015531970617935,0.2015531970617935,-0.403106394123587,0,1.596893605876413,-0.403106394123587,-0.403106394123587,-0.403106394123587,0.403106394123587,0.403106394123587,-0.403106394123587,-0.403106394123587
0.292,0.6010981688954974,2.102485291441191,2.102485291441191,0.1994509155522513,0.1994509155522513,-0.3989018311045026,0,1.601098168895497,-0.3989018311045026,-0.3989018311045026,-0.3989018311045026,0.3989018311045026,0.3989018311045026,-0.3989018311045026,-0.3989018311045026
0.294,0.6053035298372171,2.102882121943638,2.102882121943638,0.1973482350813914,0.1973482350813914,-0.3946964701627829,0,1.605303529837217,-0.3946964701627829,-0.3946964701627829,-0.3946964701627829,0.3946964701627829,0.3946964701627829,-0.3946964701627829,-0.3946964701627829
0.296,0.6095096803310763,2.103274746100409,2.103274746100409,0.1952451598344618,0.1952451598344618,-0.3904903196689237,0,1.609509680331076,-0.3904903196689237,-0.3904903196689237,-0.3904903196689237,0.3904903196689237,0.3904903196689237,-0.3904903196689237,-0.3904903196689237
0.298,0.6137166120065785,2.10366316296455,2.10366316296455,0.1931416939967108,0.1931416939967108,-0.3862833879934215,0,1.613716612006578,-0.3862833879934215,-0.3862833879934215,-0.3862833879934215,0.3862833879934215,0.3862833879934215,-0.3862833879934215,-0.3862833879934215
0.3,0.6179243164932275,2.104047371589107,2.104047371589107,0.1910378417533862,0.1910378417533862,-0.3820756835067725,0,1.617924316493228,-0.3820756835067725,-0.3820756835067725,-0.3820756835067725,0.3820756835067725,0.3820756835067725,-0.3820756835067725,-0.3820756835067725
0.302,0.6221327854205271,2.104427371027124,2.104427371027124,0.1889336072897365,0.1889336072897365,-0.3778672145794729,0,1.622132785420527,-0.3778672145794729,-0.3778672145794729,-0.3778672145794729,0.3778672145794729,0.3778672145794729,-0.3778672145794729,-0.3778672145794729
0.304,0.626342010417981,2.104803160331647,2.104803160331647,0.1868289947910095,0.1868289947910095,-0.373657989582019,0,1.626342010417981,-0.373657989582019,-0.373657989582019,-0.373657989582019,0.373657989582019,0.373657989582019,-0.373657989582019,-0.373657989582019
0.306,0.6305519831150929,2.105174738555721,2.105174738555721,0.1847240084424536,0.1847240084424536,-0.3694480168849071,0,1.630551983115093,-0.3694480168849071,-0.3694480168849071,-0.3694480168849071,0.3694480168849071,0.3694480168849071,-0.3694480168849071,-0.3694480168849071
0.308,0.6347626951413664,2.105542104752391,2.105542104752391,0.1826186524293168,0.1826186524293168,-0.3652373048586336,0,1.634762695141367,-0.3652373048586336,-0.3652373048586336,-0.3652373048586336,0.3652373048586336,0.3652373048586336,-0.3652373048586336,-0.3652373048586336
0.31,0.6389741381263057,2.105905257974702,2.105905257974702,0.1805129309368472,0.1805129309368472,-0.3610258618736943,0,1.638974138126306,-0.3610258618736943,-0.3610258618736943,-0.3610258618736943,0.3610258618736943,0.3610258618736943,-0.3610258618736943,-0.3610258618736943
0.312,0.643186303699414,2.1062641972757,2.1062641972757,0.178406848150293,0.178406848150293,-0.356813696300586,0,1.643186303699414,-0.356813696300586,-0.356813696300586,-0.356813696300586,0.356813696300586,0.356813696300586,-0.356813696300586,-0.356813696300586
0.314,0.6473991834901953,2.106618921708429,2.106618921708429,0.1763004082549023,0.1763004082549023,-0.3526008165098047,0,1.647399183490195,-0.3526008165098047,-0.3526008165098047,-0.3526008165098047,0.3526008165098047,0.3526008165098047,-0.3526008165098047,-0.3526008165098047
0.316,0.6516127691281534,2.106969430325936,2.106969430325936,0.1741936154359233,0.1741936154359233,-0.3483872308718466,0,1.651612769128153,-0.3483872308718466,-0.3483872308718466,-0.3483872308718466,0.3483872308718466,0.3483872308718466,-0.3483872308718466,-0.3483872308718466
0.318,0.655827052242792,2.107315722181264,2.107315722181264,0.172086473878604,0.172086473878604,-0.344172947757208,0,1.655827052242792,-0.344172947757208,-0.344172947757208,-0.344172947757208,0.344172947757208,0.344172947757208,-0.344172947757208,-0.344172947757208
0.32,0.6600420240612931,2.107657798166823,2.107657798166823,0.1699789879693535,0.1699789879693535,-0.3399579759387069,0,1.660042024061293,-0.3399579759387069,-0.3399579759387069,-0.3399579759387069,0.3399579759387069,0.3399579759387069,-0.3399579759387069,-0.3399579759387069
0.322,0.6642576710847139,2.107995680782266,2.107995680782266,0.1678711644576431,0.1678711644576431,-0.3357423289152861,0,1.664257671084714,-0.3357423289152861,-0.3357423289152861,-0.3357423289152861,0.3357423289152861,0.3357423289152861,-0.3357423289152861,-0.3357423289152861
0.324,0.6684739896353349,2.108329347625857,2.108329347625857,0.1657630051823326,0.1657630051823326,-0.3315260103646651,0,1.668473989635335,-0.3315260103646651,-0.3315260103646651,-0.3315260103646651,0.3315260103646651,0.3315260103646651,-0.3315260103646651,-0.3315260103646651
0.326,0.672690971303991,2.108658797927432,2.108658797927432,0.1636545143480045,0.1636545143480045,-0.327309028696009,0,1.672690971303991,-0.327309028696009,-0.327309028696009,-0.327309028696009,0.327309028696009,0.327309028696009,-0.327309028696009,-0.327309028696009
0.328,0.6769086076815163,2.108984030916826,2.108984030916826,0.1615456961592419,0.1615456961592419,-0.3230913923184837,0,1.676908607681516,-0.3230913923184837,-0.3230913923184837,-0.3230913923184837,0.3230913923184837,0.3230913923184837,-0.3230913923184837,-0.3230913923184837
0.33,0.6811268903587456,2.109305045823877,2.109305045823877,0.1594365548206272,0.1594365548206272,-0.3188731096412544,0,1.681126890358746,-0.3188731096412544,-0.3188731096412544,-0.3188731096412544,0.3188731096412544,0.3188731096412544,-0.3188731096412544,-0.3188731096412544
0.332,0.6853458109265133,2.109621841878419,2.109621841878419,0.1573270945367434,0.1573270945367434,-0.3146541890734867,0,1.685345810926513,-0.3146541890734867,-0.3146541890734867,-0.3146541890734867,0.3146541890734867,0.3146541890734867,-0.3146541890734867,-0.3146541890734867
0.334,0.6895653609756537,2.109934418310289,2.109934418310289,0.1552173195121732,0.1552173195121732,-0.3104346390243463,0,1.689565360975654,-0.3104346390243463,-0.3104346390243463,-0.3104346390243463,0.3104346390243463,0.3104346390243463,-0.3104346390243463,-0.3104346390243463
0.336,0.6937855320970013,2.110242774349326,2.110242774349326,0.1531072339514993,0.1531072339514993,-0.3062144679029987,0,1.693785532097001,-0.3062144679029987,-0.3062144679029987,-0.3062144679029987,0.3062144679029987,0.3062144679029987,-0.3062144679029987,-0.3062144679029987
0.338,0.6980063158813907,2.110546909225362,2.110546909225362,0.1509968420593046,0.1509968420593046,-0.3019936841186093,0,1.698006315881391,-0.3019936841186093,-0.3019936841186093,-0.3019936841186093,0.3019936841186093,0.3019936841186093,-0.3019936841186093,-0.3019936841186093
0.34,0.7022277039196564,2.110846822168236,2.110846822168236,0.1488861480401718,0.1488861480401718,-0.2977722960803436,0,1.702227703919656,-0.2977722960803436,-0.2977722960803436,-0.2977722960803436,0.2977722960803436,0.2977722960803436,-0.2977722960803436,-0.2977722960803436
0.342,0.7064496878026325,2.111142512407783,2.111142512407783,0.1467751560986837,0.1467751560986837,-0.2935503121973675,0,1.706449687802633,-0.2935503121973675,-0.2935503121973675,-0.2935503121973675,0.2935503121973675,0.2935503121973675,-0.2935503121973675,-0.2935503121973675
0.344,0.7106722591211538,2.111433979173841,2.111433979173841,0.1446638704394231,0.1446638704394231,-0.2893277408788462,0,1.710672259121154,-0.2893277408788462,-0.2893277408788462,-0.2893277408788462,0.2893277408788462,0.2893277408788462,-0.2893277408788462,-0.2893277408788462
0.346,0.7148954094660546,2.111721221696243,2.111721221696243,0.1425522952669727,0.1425522952669727,-0.2851045905339454,0,1.714895409466055,-0.2851045905339454,-0.2851045905339454,-0.2851045905339454,0.2851045905339454,0.2851045905339454,-0.2851045905339454,-0.2851045905339454
0.348,0.7191191304281696,2.112004239204829,2.112004239204829,0.1404404347859152,0.1404404347859152,-0.2808808695718304,0,1.71911913042817,-0.2808808695718304,-0.2808808695718304,-0.2808808695718304,0.2808808695718304,0.2808808695718304,-0.2808808695718304,-0.2808808695718304
0.35,0.7233434135983329,2.112283030929432,2.112283030929432,0.1383282932008336,0.1383282932008336,-0.2766565864016671,0,1.723343413598333,-0.2766565864016671,-0.2766565864016671,-0.2766565864016671,0.2766565864016671,0.2766565864016671,-0.2766565864016671,-0.2766565864016671
0.352,0.7275682505673793,2.11255759609989,2.11255759609989,0.1362158747163104,0.1362158747163104,-0.2724317494326207,0,1.727568250567379,-0.2724317494326207,-0.2724317494326207,-0.2724317494326207,0.2724317494326207,0.2724317494326207,-0.2724317494326207,-0.2724317494326207
0.354,0.731793632926143,2.112827933946039,2.112827933946039,0.1341031835369285,0.1341031835369285,-0.268206367073857,0,1.731793632926143,-0.268206367073857,-0.268206367073857,-0.268206367073857,0.268206367073857,0.268206367073857,-0.268206367073857,-0.268206367073857
0.356,0.7360195522654587,2.113094043697715,2.113094043697715,0.1319902238672707,0.1319902238672707,-0.2639804477345413,0,1.736019552265459,-0.2639804477345413,-0.2639804477345413,-0.2639804477345413,0.2639804477345413,0.2639804477345413,-0.2639804477345413,-0.2639804477345413
0.358,0.7402460001761606,2.113355924584755,2.113355924584755,0.1298769999119197,0.1298769999119197,-0.2597539998238394,0,1.740246000176161,-0.2597539998238394,-0.2597539998238394,-0.2597539998238394,0.2597539998238394,0.2597539998238394,-0.2597539998238394,-0.2597539998238394
0.36,0.7444729682490836,2.113613575836994,2.113613575836994,0.1277635158754582,0.1277635158754582,-0.2555270317509164,0,1.744472968249084,-0.2555270317509164,-0.2555270317509164,-0.2555270317509164,0.2555270317509164,0.2555270317509164,-0.2555270317509164,-0.2555270317509164
0.362,0.7487004458742889,2.113867008902997,2.113867008902997,0.1256497770628556,0.1256497770628556,-0.2512995541257111,0,1.748700445874289,-0.2512995541257111,-0.2512995541257111,-0.2512995541257111,0.2512995541257111,0.2512995541257111,-0.2512995541257111,-0.2512995541257111
0.364,0.7529284239215019,2.11411622701621,2.11411622701621,0.123535788039249,0.123535788039249,-0.2470715760784981,0,1.752928423921502,-0.2470715760784981,-0.2470715760784981,-0.2470715760784981,0.2470715760784981,0.2470715760784981,-0.2470715760784981,-0.2470715760784981
0.366,0.7571568962055977,2.114361217058559,2.114361217058559,0.1214215518972012,0.1214215518972012,-0.2428431037944023,0,1.757156896205598,-0.2428431037944023,-0.2428431037944023,-0.2428431037944023,0.2428431037944023,0.2428431037944023,-0.2428431037944023,-0.2428431037944023
0.368,0.7613858542857957,2.114601978435407,2.114601978435407,0.1193070728571021,0.1193070728571021,-0.2386141457142043,0,1.761385854285796,-0.2386141457142043,-0.2386141457142043,-0.2386141457142043,0.2386141457142043,0.2386141457142043,-0.2386141457142043,-0.2386141457142043
0.37,0.7656152897213158,2.114838510552117,2.114838510552117,0.1171923551393421,0.1171923551393421,-0.2343847102786842,0,1.765615289721316,-0.2343847102786842,-0.2343847102786842,-0.2343847102786842,0.2343847102786842,0.2343847102786842,-0.2343847102786842,-0.2343847102786842
0.372,0.7698451940713769,2.115070812814051,2.115070812814051,0.1150774029643116,0.1150774029643116,-0.2301548059286231,0,1.769845194071377,-0.2301548059286231,-0.2301548059286231,-0.2301548059286231,0.2301548059286231,0.2301548059286231,-0.2301548059286231,-0.2301548059286231
0.374,0.7740755588951991,2.115298884626572,2.115298884626572,0.1129622205524005,0.1129622205524005,-0.2259244411048009,0,1.774075558895199,-0.2259244411048009,-0.2259244411048009,-0.2259244411048009,0.2259244411048009,0.2259244411048009,-0.2259244411048009,-0.2259244411048009
0.376,0.7783063757520017,2.115522725395043,2.115522725395043,0.1108468121239992,0.1108468121239992,-0.2216936242479983,0,1.778306375752002,-0.2216936242479983,-0.2216936242479983,-0.2216936242479983,0.2216936242479983,0.2216936242479983,-0.2216936242479983,-0.2216936242479983
0.378,0.7825376362010042,2.115742334524826,2.115742334524826,0.1087311818994979,0.1087311818994979,-0.2174623637989958,0,1.782537636201004,-0.2174623637989958,-0.2174623637989958,-0.2174623637989958,0.2174623637989958,0.2174623637989958,-0.2174623637989958,-0.2174623637989958
0.38,0.7867693318014265,2.115957711421286,2.115957711421286,0.1066153340992868,0.1066153340992868,-0.2132306681985735,0,1.786769331801426,-0.2132306681985735,-0.2132306681985735,-0.2132306681985735,0.2132306681985735,0.2132306681985735,-0.2132306681985735,-0.2132306681985735
0.382,0.7910014541124879,2.116168855489783,2.116168855489783,0.104499272943756,0.104499272943756,-0.2089985458875121,0,1.791001454112488,-0.2089985458875121,-0.2089985458875121,-0.2089985458875121,0.2089985458875121,0.2089985458875121,-0.2089985458875121,-0.2089985458875121
0.384,0.7952339946934078,2.116375766135681,2.116375766135681,0.1023830026532961,0.1023830026532961,-0.2047660053065922,0,1.795233994693408,-0.2047660053065922,-0.2047660053065922,-0.2047660053065922,0.2047660053065922,0.2047660053065922,-0.2047660053065922,-0.2047660053065922
0.386,0.7994669451034062,2.116578442764343,2.116578442764343,0.1002665274482969,0.1002665274482969,-0.2005330548965938,0,1.799466945103406,-0.2005330548965938,-0.2005330548965938,-0.2005330548965938,0.2005330548965938,0.2005330548965938,-0.2005330548965938,-0.2005330548965938
0.388,0.8037002969017023,2.116776884781131,2.116776884781131,0.09814985154914885,0.09814985154914885,-0.1962997030982977,0,1.803700296901702,-0.1962997030982977,-0.1962997030982977,-0.1962997030982977,0.1962997030982977,0.1962997030982977,-0.1962997030982977,-0.1962997030982977
0.39,0.8079340416475157,2.116971091591408,2.116971091591408,0.09603297917624215,0.09603297917624215,-0.1920659583524843,0,1.807934041647516,-0.1920659583524843,-0.1920659583524843,-0.1920659583524843,0.1920659583524843,0.1920659583524843,-0.1920659583524843,-0.1920659583524843
0.392,0.8121681709000661,2.117161062600537,2.117161062600537,0.09391591454996695,0.09391591454996695,-0.1878318290999339,0,1.812168170900066,-0.1878318290999339,-0.1878318290999339,-0.1878318290999339,0.1878318290999339,0.1878318290999339,-0.1878318290999339,-0.1878318290999339
0.394,0.816402676218573,2.117346797213881,2.117346797213881,0.09179866189071351,0.09179866189071351,-0.183597323781427,0,1.816402676218573,-0.183597323781427,-0.183597323781427,-0.183597323781427,0.183597323781427,0.183597323781427,-0.183597323781427,-0.183597323781427
0.396,0.8206375491622557,2.117528294836802,2.117528294836802,0.08968122541887213,0.08968122541887213,-0.1793624508377443,0,1.820637549162256,-0.1793624508377443,-0.1793624508377443,-0.1793624508377443,0.1793624508377443,0.1793624508377443,-0.1793624508377443,-0.1793624508377443
0.398,0.8248727812903343,2.117705554874663,2.117705554874663,0.08756360935483287,0.08756360935483287,-0.1751272187096657,0,1.824872781290334,-0.1751272187096657,-0.1751272187096657,-0.1751272187096657,0.1751272187096657,0.1751272187096657,-0.1751272187096657,-0.1751272187096657
0.4,0.8291083641620278,2.117878576732827,2.117878576732827,0.08544581791898609,0.08544581791898609,-0.1708916358379722,0,1.829108364162028,-0.1708916358379722,-0.1708916358379722,-0.1708916358379722,0.1708916358379722,0.1708916358379722,-0.1708916358379722,-0.1708916358379722
0.402,0.833344289336556,2.118047359816656,2.118047359816656,0.08332785533172199,0.08332785533172199,-0.166655710663444,0,1.833344289336556,-0.166655710663444,-0.166655710663444,-0.166655710663444,0.166655710663444,0.166655710663444,-0.166655710663444,-0.166655710663444
